variant,margin_m,band_m,cohort,threshold,observations,instances,scenes,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m,eligible_scenes,lidar_wins,radar_wins,tied_scenes,equal_scene_lidar_percent,equal_scene_radar_percent,equal_scene_difference_pp,min_scene_difference_pp,max_scene_difference_pp,leave_one_scene_out_min_pp,equal_track_lidar_percent,equal_track_radar_percent
static,0,300-400,vehicles,5,165,33,4,108,3,2,106,1,56,65.45454545454545,1.8181818181818181,63.63636363636363,301.1243306220302,397.6820703976072,4,4,0,0,57.89519347562033,1.8313667649950836,56.06382671062525,35.294117647058826,69.02654867256636,51.742919389978205,52.09862601166949,4.978354978354978
static,0,300-400,passenger_cars,1,30,5,3,20,2,0,20,2,8,66.66666666666666,6.666666666666667,60.0,301.1243306220302,381.10379670133005,3,1,1,1,33.09178743961352,11.111111111111109,21.980676328502415,-16.666666666666664,82.6086956521739,-8.333333333333332,26.52173913043478,20.0
static,0,300-400,passenger_cars,3,30,5,3,15,0,0,15,0,15,50.0,0.0,50.0,301.1243306220302,381.10379670133005,3,2,0,1,25.845410628019323,0.0,25.845410628019323,0.0,60.86956521739131,8.333333333333332,22.17391304347826,0.0
static,0,300-400,passenger_cars,5,30,5,3,11,0,0,11,0,19,36.666666666666664,0.0,36.666666666666664,301.1243306220302,381.10379670133005,3,1,0,2,15.942028985507248,0.0,15.942028985507248,0.0,47.82608695652174,0.0,9.565217391304348,0.0
static,0,300-400,forward_vehicles,1,148,27,4,117,20,15,102,5,26,79.05405405405406,13.513513513513514,65.54054054054055,301.1243306220302,397.6820703976072,4,4,0,0,69.9609187109187,24.75228475228475,45.20863395863396,14.285714285714285,76.85185185185185,34.66089466089466,63.024307951844186,25.83774250440917
static,0,300-400,forward_vehicles,3,148,27,4,105,6,5,100,1,42,70.94594594594594,4.054054054054054,66.89189189189189,301.1243306220302,397.6820703976072,4,4,0,0,58.67604617604617,5.4713804713804715,53.2046657046657,35.714285714285715,74.07407407407408,46.248196248196244,53.841729928686455,10.317460317460316
static,0,300-400,forward_vehicles,5,148,27,4,94,3,2,92,1,53,63.51351351351351,2.027027027027027,61.48648648648648,301.1243306220302,397.6820703976072,4,4,0,0,53.021284271284266,2.7356902356902357,50.28559403559402,21.428571428571427,67.5925925925926,44.5165945165945,45.77486389080592,6.084656084656085
static,0,300-400,all,1,331,75,5,139,21,16,123,5,187,41.99395770392749,6.3444108761329305,35.649546827794566,301.03319480211303,397.6820703976072,5,4,0,1,35.23457410390161,8.278144738505592,26.956429365396012,0.0,61.111111111111114,18.41775892896724,31.355417529330577,9.3015873015873
static,0,300-400,all,3,331,75,5,122,6,5,117,1,208,36.85800604229607,1.812688821752266,35.0453172205438,301.03319480211303,397.6820703976072,5,4,0,1,30.714507837525883,2.6546546546546543,28.05985318287123,0.0,61.111111111111114,19.797038700811257,26.938578329882674,3.2698412698412693
static,0,300-400,all,5,331,75,5,108,3,2,106,1,222,32.62839879154079,0.906344410876133,31.722054380664655,301.03319480211303,397.6820703976072,5,4,0,1,27.307296361424296,1.3273273273273272,25.979969034096975,0.0,61.11111111111111,17.197183514843438,22.923395445134574,2.1904761904761902
static,0,200-400,vehicles,1,504,55,4,405,189,159,246,30,69,80.35714285714286,37.5,42.85714285714286,200.0481951240057,397.6820703976072,4,4,0,0,78.23166583571359,40.060713936248035,38.17095189946555,27.90697674418604,57.14285714285714,31.846983485001683,70.72243606363388,45.08396332443519
static,0,200-400,vehicles,3,504,55,4,380,55,49,331,6,118,75.39682539682539,10.912698412698413,64.48412698412697,200.0481951240057,397.6820703976072,4,4,0,0,73.48106824842857,10.312702399202285,63.16836584922628,53.48837209302325,70.93023255813954,60.581076946255195,67.06779699429427,14.229287953425885
static,0,200-400,vehicles,5,504,55,4,349,27,24,325,3,152,69.24603174603175,5.357142857142857,63.888888888888886,200.0481951240057,397.6820703976072,4,4,0,0,67.3661427779305,5.040992390954882,62.32515038697563,54.65116279069767,68.66359447004609,60.21233569261881,61.86345485528789,7.836219336219335
static,0,200-400,passenger_cars,1,161,11,4,125,46,37,88,9,27,77.63975155279503,28.57142857142857,49.068322981366464,201.91332212775274,381.10379670133005,4,3,1,0,59.52840982686413,43.71069182389937,15.817718002964757,-100.0,86.8421052631579,-7.85707775043296,43.7069340492868,39.77861439006465
static,0,200-400,passenger_cars,3,161,11,4,117,2,2,115,0,44,72.67080745341616,1.2422360248447204,71.42857142857143,201.91332212775274,381.10379670133005,4,3,0,1,54.856403724652075,0.7246376811594203,54.13176604349266,0.0,77.35849056603774,46.389524535977635,41.68256563323384,0.6269592476489028
static,0,200-400,passenger_cars,5,161,11,4,105,0,0,105,0,56,65.21739130434783,0.0,65.21739130434783,201.91332212775274,381.10379670133005,4,3,0,1,48.998136234762455,0.0,48.998136234762455,0.0,71.69811320754717,41.43147724383422,35.39662421942574,0.0
static,0,200-400,forward_vehicles,1,385,42,4,308,165,135,173,30,47,80.0,42.857142857142854,37.14285714285715,200.0481951240057,397.6820703976072,4,3,0,1,76.7758887801696,50.07421450315286,26.701674277016743,0.0,55.55555555555556,17.08371385083714,69.55715833729835,57.87166776990474
static,0,200-400,forward_vehicles,3,385,42,4,287,50,44,243,6,92,74.54545454545455,12.987012987012985,61.558441558441565,200.0481951240057,397.6820703976072,4,4,0,0,71.37936689135319,13.963271000942234,57.416095890410965,37.5,69.33333333333334,53.44368340943684,65.18798812744885,19.682344202048636
static,0,200-400,forward_vehicles,5,385,42,4,265,27,24,241,3,117,68.83116883116884,7.012987012987012,61.81818181818181,200.0481951240057,397.6820703976072,4,4,0,0,66.2573929115025,6.908068783068783,59.34932412843372,45.833333333333336,64.55026455026454,57.615677321156774,60.21329216688305,11.524943310657594
static,0,200-400,all,1,1043,127,5,461,189,159,302,30,552,44.19942473633749,18.120805369127517,26.078619367209978,200.0481951240057,397.6820703976072,5,4,0,1,39.72221581516934,19.559967269112697,20.162248546056638,0.0,33.18681318681319,16.906107385867507,36.431841087477935,19.52455104601524
static,0,200-400,all,3,1043,127,5,397,55,49,348,6,640,38.063279002876314,5.273250239693192,32.79002876318312,200.0481951240057,397.6820703976072,5,4,0,1,35.476827520305775,5.299471143549104,30.177356376756677,0.0,52.87356321839081,24.503304666348143,31.168525762678126,6.162290058570265
static,0,200-400,all,5,1043,127,5,352,27,24,328,3,688,33.74880153403643,2.588686481303931,31.1601150527325,200.0481951240057,397.6820703976072,5,4,0,1,31.773173852634123,2.7236326891499303,29.049541163484196,0.0,54.02298850574713,22.806179327918457,27.103720919081677,3.3936382952130986
static,0.5,100-150,vehicles,1,309,66,4,296,291,284,12,7,6,95.79288025889967,94.1747572815534,1.6181229773462702,100.26475808240477,149.72193380985757,4,3,1,0,93.30950348555982,91.5299117939963,1.7795916915635255,-6.060606060606055,11.363636363636365,-1.4150898657940871,92.63888888888889,84.74747474747474
static,0.5,100-150,vehicles,3,309,66,4,284,269,262,22,7,18,91.9093851132686,87.05501618122977,4.854368932038833,100.26475808240477,149.72193380985757,4,3,1,0,88.24850618864704,84.88227343861146,3.3662327500355693,-6.060606060606055,7.777777777777784,1.8957177407881645,82.85353535353535,72.86758563074352
static,0.5,100-150,vehicles,5,309,66,4,274,228,221,53,7,28,88.67313915857605,73.7864077669903,14.886731391585762,100.26475808240477,149.72193380985757,4,3,0,1,84.42559396784749,73.71105420401194,10.714539763835543,0.0,22.222222222222232,6.878645611039979,77.7579365079365,60.72316734597436
static,0.5,100-150,passenger_cars,1,74,22,3,66,58,55,11,3,5,89.1891891891892,78.37837837837837,10.81081081081081,100.380581386362,149.6341155859118,3,3,0,0,86.2037037037037,71.94444444444444,14.259259259259261,2.500000000000002,27.777777777777786,7.500000000000001,82.95454545454545,59.09090909090909
static,0.5,100-150,passenger_cars,3,74,22,3,57,46,46,11,0,17,77.02702702702703,62.16216216216216,14.864864864864868,100.380581386362,149.6341155859118,3,3,0,0,71.3425925925926,53.10185185185185,18.240740740740744,7.500000000000007,25.0,14.861111111111116,59.84848484848485,36.13636363636363
static,0.5,100-150,passenger_cars,5,74,22,3,52,28,28,24,0,22,70.27027027027027,37.83783783783784,32.432432432432435,100.380581386362,149.6341155859118,3,3,0,0,62.638888888888886,28.333333333333332,34.30555555555555,16.666666666666664,56.25,23.333333333333336,47.72727272727273,15.909090909090908
static,0.5,100-150,forward_vehicles,1,175,45,4,171,174,171,0,3,1,97.71428571428571,99.42857142857143,-1.7142857142857237,100.380581386362,149.72193380985757,4,0,1,3,96.42857142857143,99.10714285714286,-2.67857142857143,-10.71428571428572,0.0,-3.5714285714285734,94.16666666666667,97.77777777777777
static,0.5,100-150,forward_vehicles,3,175,45,4,167,165,162,5,3,5,95.42857142857143,94.28571428571428,1.1428571428571455,100.380581386362,149.72193380985757,4,2,1,1,93.45588235294117,93.7640056022409,-0.308123249299716,-7.14285714285714,3.529411764705892,-1.5873015873015852,89.44444444444444,88.22222222222223
static,0.5,100-150,forward_vehicles,5,175,45,4,163,144,138,25,6,6,93.14285714285714,82.28571428571428,10.857142857142854,100.380581386362,149.72193380985757,4,2,1,1,90.18207282913164,83.97759103641457,6.204481792717087,-14.28571428571428,23.809523809523803,0.33613445378151496,87.5,78.00411522633745
static,0.5,100-150,all,1,636,127,5,565,404,380,185,24,47,88.83647798742138,63.52201257861635,25.31446540880503,100.01457537159469,149.85105342932135,5,5,0,0,89.40322054285073,56.852180743883864,32.55103979896685,0.7042253521126751,88.23529411764706,18.6299762192968,88.43644544431947,59.836895388076485
static,0.5,100-150,all,3,636,127,5,524,270,263,261,7,105,82.38993710691824,42.45283018867924,39.937106918238996,100.01457537159469,149.85105342932135,5,5,0,0,81.30383215307594,42.79433802149397,38.509494131581974,4.929577464788737,74.15254237288134,29.598732071257132,79.23478315210598,38.13066129891658
static,0.5,100-150,all,5,636,127,5,492,228,221,271,7,137,77.35849056603774,35.84905660377358,41.50943396226416,100.01457537159469,149.85105342932135,5,5,0,0,75.56959872075676,35.88534251116005,39.68425620959671,17.6056338028169,68.64406779661016,32.444303312843346,72.49187601549806,31.556921612868567
static,0.5,150-200,vehicles,1,283,65,4,250,245,222,28,23,10,88.33922261484098,86.57243816254417,1.7667844522968101,150.2692484722888,199.9727196236663,4,3,1,0,89.41218392305349,86.78265221743483,2.6295317056186622,-1.7391304347826098,5.405405405405405,1.7042404723564146,90.19040436687496,83.91455201409953
static,0.5,150-200,vehicles,3,283,65,4,233,172,154,79,18,32,82.3321554770318,60.7773851590106,21.5547703180212,150.2692484722888,199.9727196236663,4,4,0,0,84.0535100317709,57.163875832354094,26.889634199416804,4.347826086956519,42.50000000000001,21.686178932555737,78.57501975149034,56.476745727876946
static,0.5,150-200,vehicles,5,283,65,4,222,130,114,108,16,45,78.4452296819788,45.936395759717314,32.50883392226149,150.2692484722888,199.9727196236663,4,4,0,0,80.64300713757235,39.49599055577316,41.14701658179919,4.34782608695653,70.0,31.529355442398924,74.81137741092492,41.27804849750551
static,0.5,150-200,passenger_cars,1,64,16,4,56,44,40,16,4,4,87.5,68.75,18.75,150.5748978242395,199.87630076942094,4,4,0,0,88.0952380952381,66.36904761904762,21.726190476190478,8.333333333333337,40.0,15.634920634920634,85.9375,62.42559523809523
static,0.5,150-200,passenger_cars,3,64,16,4,48,17,15,33,2,14,75.0,26.5625,48.4375,150.5748978242395,199.87630076942094,4,4,0,0,71.36904761904762,24.226190476190474,47.14285714285714,26.666666666666668,83.33333333333333,35.07936507936508,60.93749999999999,28.980654761904766
static,0.5,150-200,passenger_cars,5,64,16,4,44,2,0,44,2,18,68.75,3.125,65.625,150.5748978242395,199.87630076942094,4,4,0,0,64.70238095238095,2.5,62.20238095238095,40.0,76.66666666666667,57.38095238095238,52.08333333333333,8.333333333333332
static,0.5,150-200,forward_vehicles,1,184,46,4,160,167,151,9,16,8,86.95652173913044,90.76086956521739,-3.8043478260869623,150.28445056882035,199.9727196236663,4,1,2,1,90.88998357963877,93.45648604269293,-2.566502463054185,-7.9999999999999964,3.4482758620689724,-4.57142857142857,89.47712418300652,95.70900824097755
static,0.5,150-200,forward_vehicles,3,184,46,4,154,138,124,30,14,16,83.69565217391305,75.0,8.695652173913048,150.28445056882035,199.9727196236663,4,4,0,0,88.83743842364532,74.97865353037767,13.85878489326765,0.9523809523809601,34.482758620689644,6.984126984126985,85.74524012503552,78.40260017050298
static,0.5,150-200,forward_vehicles,5,184,46,4,148,114,99,49,15,21,80.43478260869566,61.95652173913043,18.478260869565222,150.28445056882035,199.9727196236663,4,4,0,0,86.7848932676519,57.9671592775041,28.817733990147783,2.857142857142858,72.41379310344827,14.285714285714286,81.86238988348963,62.36892583120205
static,0.5,150-200,all,1,551,130,5,461,287,260,201,27,63,83.66606170598911,52.08711433756806,31.57894736842105,150.12315334501665,199.9727196236663,5,5,0,0,82.72840508778009,50.850048365673366,31.87835672210673,5.405405405405405,66.66666666666667,23.18127923596674,84.77468936292466,50.473759523533275
static,0.5,150-200,all,3,551,130,5,404,173,155,249,18,129,73.32123411978222,31.397459165154263,41.92377495462796,150.12315334501665,199.9727196236663,5,5,0,0,72.74737959112959,27.48629158004158,45.261088011088006,31.081081081081074,66.66666666666666,39.90969334719335,70.42670401493932,28.430680556246163
static,0.5,150-200,all,5,551,130,5,373,130,114,259,16,162,67.69509981851179,23.593466424682397,44.101633393829395,150.12315334501665,199.9727196236663,5,5,0,0,67.16714671402171,17.04658264033264,50.12056407368907,40.0,63.46153846153846,46.785320476726724,65.16393046370422,20.639024248752754
static,0.5,200-250,vehicles,1,173,51,4,146,136,119,27,17,10,84.39306358381504,78.61271676300578,5.780346820809246,200.0481951240057,249.9157658332935,4,3,1,0,84.08400809716599,78.94525978407557,5.138748313090419,-10.256410256410254,16.666666666666664,1.2961088618983372,82.2362278244631,78.4285975462446
static,0.5,200-250,vehicles,3,173,51,4,138,66,60,78,6,29,79.76878612716763,38.15028901734104,41.6184971098266,200.0481951240057,249.9157658332935,4,4,0,0,79.40283400809717,37.05086032388664,42.35197368421053,31.249999999999993,63.15789473684211,35.416666666666664,76.1437908496732,40.88672765143354
static,0.5,200-250,vehicles,5,173,51,4,135,35,33,102,2,36,78.03468208092485,20.23121387283237,57.80346820809248,200.0481951240057,249.9157658332935,4,4,0,0,77.70327260458839,19.75581983805668,57.94745276653172,46.15384615384615,71.05263157894737,53.57905982905984,74.04295051353874,21.358543417366946
static,0.5,200-250,passenger_cars,1,49,10,3,43,34,31,12,3,3,87.75510204081633,69.38775510204081,18.36734693877551,201.91332212775274,249.9157658332935,3,2,1,0,59.557109557109555,78.2051282051282,-18.648018648018645,-100.0,36.36363636363637,-46.15384615384615,62.5,62.60489510489511
static,0.5,200-250,passenger_cars,3,49,10,3,42,8,8,34,0,7,85.71428571428571,16.3265306122449,69.38775510204081,201.91332212775274,249.9157658332935,3,2,0,1,58.04195804195805,11.655011655011654,46.38694638694639,0.0,84.61538461538463,27.272727272727277,52.5,15.06993006993007
static,0.5,200-250,passenger_cars,5,49,10,3,42,0,0,42,0,7,85.71428571428571,0.0,85.71428571428571,201.91332212775274,249.9157658332935,3,2,0,1,58.04195804195805,0.0,58.04195804195805,0.0,92.3076923076923,40.909090909090914,52.5,0.0
static,0.5,200-250,forward_vehicles,1,128,38,4,111,110,97,14,13,4,86.71875,85.9375,0.78125,200.0481951240057,249.7046674149109,4,2,1,1,86.2007846667667,88.1195227536691,-1.9187380869023967,-21.052631578947366,7.317073170731714,-4.9973418394471,82.64411027568921,91.38098743361901
static,0.5,200-250,forward_vehicles,3,128,38,4,105,58,53,52,5,18,82.03125,45.3125,36.71875,200.0481951240057,249.7046674149109,4,4,0,0,81.54057538524805,45.69933703438196,35.84123835086608,21.052631578947366,63.63636363636363,26.57619658903356,76.8170426065163,53.1825630509841
static,0.5,200-250,forward_vehicles,5,128,38,4,104,33,31,73,2,22,81.25,25.78125,55.46875,200.0481951240057,249.7046674149109,4,4,0,0,80.93081928768707,27.057638553145615,53.87318073454145,36.84210526315789,72.72727272727273,47.588483403631024,76.62907268170426,30.85839598997494
static,0.5,200-250,all,1,387,112,5,296,162,141,155,21,70,76.48578811369508,41.86046511627907,34.62532299741601,200.0481951240057,249.9157658332935,5,4,1,0,67.37100368303376,42.78994689521005,24.581056787823705,-9.999999999999998,46.71052631578948,19.04868940583226,74.73533163265304,42.33504590647448
static,0.5,200-250,all,3,387,112,5,259,66,60,199,6,122,66.9250645994832,17.05426356589147,49.87080103359174,200.0481951240057,249.9157658332935,5,4,0,1,54.2849631571436,15.80155183162702,38.48341132551659,0.0,57.14285714285714,33.81854987118145,64.90752551020408,18.61806348413491
static,0.5,200-250,all,5,387,112,5,234,35,33,201,2,151,60.46511627906976,9.043927648578812,51.42118863049095,200.0481951240057,249.9157658332935,5,4,0,1,50.37607129712393,8.683068810888358,41.69300248623557,0.0,61.224489795918366,36.81013065881487,58.76275510204082,9.72576530612245
static,0.5,250-300,vehicles,1,166,44,4,144,93,85,59,8,14,86.74698795180723,56.024096385542165,30.722891566265066,250.0497157484766,299.80861071369907,4,4,0,0,86.42692277133324,57.42175830287621,29.005164468457014,16.129032258064523,42.857142857142854,24.387838338895065,80.2847018572825,56.55455767350929
static,0.5,250-300,vehicles,3,166,44,4,141,29,27,114,2,23,84.93975903614458,17.46987951807229,67.46987951807229,250.0497157484766,299.80861071369907,4,4,0,0,84.31401954552678,17.61538614333386,66.69863340219291,55.172413793103445,74.19354838709677,64.20032840722496,77.93866080156403,19.180718475073316
static,0.5,250-300,vehicles,5,166,44,4,136,8,8,128,0,30,81.92771084337349,4.819277108433735,77.10843373493975,250.0497157484766,299.80861071369907,4,4,0,0,80.41931511202924,4.762732401080566,75.65658271094867,55.172413793103445,87.09677419354838,71.8431855500821,74.5295698924731,7.765151515151515
static,0.5,250-300,passenger_cars,1,82,8,3,72,46,45,27,1,9,87.8048780487805,56.09756097560976,31.707317073170728,250.60822551614362,297.8225789709488,3,3,0,0,91.89095928226362,50.99378881987578,40.897170462387855,14.28571428571428,86.66666666666667,18.012422360248443,77.80172413793103,60.3142959770115
static,0.5,250-300,passenger_cars,3,82,8,3,69,8,8,61,0,13,84.14634146341463,9.75609756097561,74.39024390243902,250.60822551614362,297.8225789709488,3,3,0,0,87.99171842650104,6.65976535541753,81.3319530710835,63.04347826086957,100.0,71.99792960662526,64.87068965517241,5.549568965517241
static,0.5,250-300,passenger_cars,5,82,8,3,69,0,0,69,0,13,84.14634146341463,0.0,84.14634146341463,250.60822551614362,297.8225789709488,3,3,0,0,87.99171842650104,0.0,87.99171842650104,78.26086956521739,100.0,81.98757763975155,64.87068965517241,0.0
static,0.5,250-300,forward_vehicles,1,109,33,4,96,77,69,27,8,5,88.07339449541286,70.64220183486239,17.431192660550465,250.0497157484766,299.80861071369907,4,2,0,2,86.58582998416757,75.2116063816831,11.374223602484474,0.0,34.78260869565217,3.5714285714285734,76.26262626262626,74.33080808080808
static,0.5,250-300,forward_vehicles,3,109,33,4,94,27,25,69,2,13,86.23853211009175,24.770642201834864,61.46788990825689,250.0497157484766,299.80861071369907,4,4,0,0,84.80011569845328,26.128821093654853,58.67129460479845,33.33333333333333,71.42857142857143,54.41886899687412,73.23232323232322,30.429292929292927
static,0.5,250-300,forward_vehicles,5,109,33,4,92,8,8,84,0,17,84.40366972477065,7.339449541284404,77.06422018348624,250.0497157484766,299.80861071369907,4,4,0,0,82.02233792067551,6.388026224982747,75.63431169569276,44.44444444444445,94.11764705882352,69.47319990798252,70.2020202020202,11.616161616161616
static,0.5,250-300,all,1,325,93,5,249,106,98,151,8,68,76.61538461538461,32.61538461538461,44.00000000000001,250.0497157484766,299.80861071369907,5,5,0,0,67.1047216309231,32.46337730616851,34.64134432475458,15.555555555555555,56.69291338582677,29.12845205948654,73.71616994405755,31.23728176667823
static,0.5,250-300,all,3,325,93,5,225,29,27,198,2,98,69.23076923076923,8.923076923076923,60.30769230769231,250.0497157484766,299.80861071369907,5,5,0,0,59.45264071899966,9.353697982533172,50.0989427364665,7.6923076923076925,64.56692913385828,46.48194613711855,65.80996469133825,9.074748525841137
static,0.5,250-300,all,5,325,93,5,200,8,8,192,0,125,61.53846153846154,2.4615384615384617,59.07692307692308,250.0497157484766,299.80861071369907,5,4,0,1,51.273124876165866,2.6111563640751805,48.661968512090695,0.0,64.44444444444444,44.71634952900226,57.752341311134224,3.6738351254480284
static,0.5,300-400,vehicles,1,165,33,4,146,28,23,123,5,14,88.48484848484848,16.969696969696972,71.51515151515152,301.1243306220302,397.6820703976072,4,4,0,0,81.0493666493146,28.356180230204174,52.69318641911041,29.41176470588236,84.95575221238938,41.93899782135076,75.48152330761026,25.685425685425685
static,0.5,300-400,vehicles,3,165,33,4,139,7,6,133,1,25,84.24242424242424,4.242424242424243,80.0,301.1243306220302,397.6820703976072,4,4,0,0,75.83434553762508,3.8839724680432646,71.95037306958181,58.82352941176471,85.84070796460178,67.32026143790848,68.8939080243428,7.864357864357864
static,0.5,300-400,vehicles,5,165,33,4,134,4,3,131,1,30,81.21212121212122,2.4242424242424243,78.78787878787878,301.1243306220302,397.6820703976072,4,4,0,0,71.06180230204176,2.052605703048181,69.00919659899358,47.05882352941176,85.84070796460178,63.39869281045751,64.21670117322292,5.411255411255411
static,0.5,300-400,passenger_cars,1,30,5,3,26,3,1,25,2,2,86.66666666666667,10.0,76.66666666666667,301.1243306220302,381.10379670133005,3,2,0,1,54.10628019323671,16.666666666666668,37.43961352657005,0.0,95.65217391304348,8.333333333333332,59.1304347826087,30.0
static,0.5,300-400,passenger_cars,3,30,5,3,21,0,0,21,0,9,70.0,0.0,70.0,301.1243306220302,381.10379670133005,3,2,0,1,42.75362318840579,0.0,42.75362318840579,0.0,78.26086956521739,25.0,45.65217391304348,0.0
static,0.5,300-400,passenger_cars,5,30,5,3,19,0,0,19,0,11,63.33333333333333,0.0,63.33333333333333,301.1243306220302,381.10379670133005,3,2,0,1,35.748792270531396,0.0,35.748792270531396,0.0,73.91304347826086,16.666666666666664,34.78260869565217,0.0
static,0.5,300-400,forward_vehicles,1,148,27,4,131,27,22,109,5,12,88.51351351351352,18.243243243243242,70.27027027027026,301.1243306220302,397.6820703976072,4,4,0,0,79.29954304954305,33.78667628667629,45.51286676286677,21.428571428571434,84.25925925925927,32.5974025974026,73.73667663522735,31.393298059964724
static,0.5,300-400,forward_vehicles,3,148,27,4,124,7,6,118,1,23,83.78378378378379,4.72972972972973,79.05405405405406,301.1243306220302,397.6820703976072,4,4,0,0,72.52946127946129,5.702861952861953,66.82659932659934,45.45454545454545,86.66666666666667,60.213243546576884,65.68514684456714,10.846560846560847
static,0.5,300-400,forward_vehicles,5,148,27,4,120,4,3,117,1,27,81.08108108108108,2.7027027027027026,78.37837837837837,301.1243306220302,397.6820703976072,4,4,0,0,68.49506974506974,2.967171717171717,65.52789802789803,35.714285714285715,86.66666666666667,58.48164181497515,60.585844643815655,6.613756613756613
static,0.5,300-400,all,1,331,75,5,230,33,25,205,8,93,69.48640483383686,9.969788519637463,59.516616314199396,301.03319480211303,397.6820703976072,5,5,0,0,57.38821630347054,11.851386651824049,45.53682965164649,14.285714285714285,74.5945945945946,38.27238841590947,60.87853692201519,13.314285714285713
static,0.5,300-400,all,3,331,75,5,196,7,6,190,1,134,59.21450151057401,2.1148036253776437,57.09969788519636,301.03319480211303,397.6820703976072,5,5,0,0,49.459644757621795,2.7627627627627627,46.69688199485903,14.285714285714285,67.56756756756756,41.4792106016819,48.472049689441,3.4603174603174596
static,0.5,300-400,all,5,331,75,5,178,4,3,175,1,152,53.776435045317214,1.2084592145015105,52.567975830815705,301.03319480211303,397.6820703976072,5,4,0,1,42.02947835752647,1.4354354354354355,40.594042922091035,0.0,66.66666666666666,34.07588698594713,42.63630089717046,2.380952380952381
static,0.5,200-400,vehicles,1,504,55,4,436,257,227,209,30,38,86.5079365079365,50.99206349206349,35.51587301587303,200.0481951240057,397.6820703976072,4,4,0,0,84.47765279829274,56.0073481103195,28.470304687973236,15.116279069767447,56.68202764976959,19.06639703404112,78.68242284031757,55.947155788353605
static,0.5,200-400,vehicles,3,504,55,4,418,102,93,325,9,77,82.93650793650794,20.238095238095237,62.698412698412696,200.0481951240057,397.6820703976072,4,4,0,0,80.31358771369861,20.476788451771327,59.83679926192728,47.67441860465117,72.35023041474655,55.66565554432086,73.44125173072541,23.93292359989275
static,0.5,200-400,vehicles,5,504,55,4,405,47,44,361,3,96,80.35714285714286,9.325396825396826,71.03174603174604,200.0481951240057,397.6820703976072,4,4,0,0,77.20760158983845,9.142246741809677,68.06535484802878,53.48837209302326,79.72350230414746,64.17930569598921,70.15025909762753,13.085137085137086
static,0.5,200-400,passenger_cars,1,161,11,4,141,83,77,64,6,14,87.5776397515528,51.5527950310559,36.024844720496894,201.91332212775274,381.10379670133005,4,3,1,0,67.27346976958393,59.89522617043018,7.378243599153752,-100.0,92.10526315789474,-20.86409625375991,67.73597216180949,52.673876198047125
static,0.5,200-400,passenger_cars,3,161,11,4,132,16,16,116,0,29,81.98757763975155,9.937888198757763,72.04968944099379,201.91332212775274,381.10379670133005,4,3,0,1,62.502158801433445,6.125239267158874,56.37691953427457,0.0,86.8421052631579,46.221857624646795,51.95809772364797,6.295890767100138
static,0.5,200-400,passenger_cars,5,161,11,4,130,0,0,130,0,31,80.74534161490683,0.0,80.74534161490683,201.91332212775274,381.10379670133005,4,3,0,1,61.37256595138379,0.0,61.37256595138379,0.0,84.21052631578947,53.7599124965819,49.900681455705374,0.0
static,0.5,200-400,forward_vehicles,1,385,42,4,338,214,188,150,26,21,87.79220779220779,55.58441558441558,32.20779220779221,200.0481951240057,397.6820703976072,4,3,0,1,84.81124972820177,64.90895212727403,19.902297600927735,0.0,56.61375661375661,7.665144596651444,77.73605258567665,66.1562338649453
static,0.5,200-400,forward_vehicles,3,385,42,4,323,92,84,239,8,54,83.8961038961039,23.896103896103895,60.0,200.0481951240057,397.6820703976072,4,4,0,0,80.21308527216061,27.03188193085453,53.18120334130609,31.25,70.8994708994709,47.275114155251146,73.2053806677867,32.30350728406212
static,0.5,200-400,forward_vehicles,5,385,42,4,316,45,42,274,3,66,82.07792207792208,11.688311688311687,70.3896103896104,200.0481951240057,397.6820703976072,4,4,0,0,77.89773592085236,12.936027759657897,64.96170816119447,43.75,78.3068783068783,60.51331811263318,70.63138615770195,18.356009070294785
static,0.5,200-400,all,1,1043,127,5,775,301,264,511,37,231,74.30488974113135,28.859060402684566,45.445829338446785,200.0481951240057,397.6820703976072,5,5,0,0,63.47200026360447,29.850217748268722,33.62178251533574,18.39080459770115,59.56043956043956,27.137118254059782,67.73338831357896,27.99252449855505
static,0.5,200-400,all,3,1043,127,5,680,102,93,587,9,354,65.19654841802492,9.77948226270374,55.41706615532118,200.0481951240057,397.6820703976072,5,5,0,0,54.11615620761048,9.871789380035258,44.24436682757522,8.695652173913043,60.21978021978022,40.250513479523974,57.50228819851696,10.364651952709456
static,0.5,200-400,all,5,1043,127,5,612,47,44,568,3,428,58.67689357622243,4.506232023010546,54.170661553211886,200.0481951240057,397.6820703976072,5,4,0,1,47.201959459830526,4.594120522156504,42.60783893767402,0.0,58.46153846153845,38.64441405670791,50.575518210205324,5.666791651043619
aligned,0,100-150,vehicles,1,309,66,4,286,266,255,31,11,12,92.55663430420712,86.08414239482201,6.4724919093851145,100.26475808240477,149.72193380985757,4,3,1,0,90.27084222506757,86.12604922464078,4.144793000426805,-6.060606060606055,9.154929577464788,2.474747474747478,87.6424963924964,76.7851235833692
